2 0.00543813
3 -0.000146197
4 0.000755178
5 0.000755178
6 0.000755178
7 2.98409e-05
8 -0.000187986
9 0.000163672
10 7.31838e-07
11 5.76567e-05
12 3.09107e-05
13 3.09107e-05
14 3.09107e-05
15 -1.61561e-06
16 3.0898e-05
